Rank;Sourceid;Title;Type;Issn;SJR;SJR Quartile;H index;Total Docs. (2018);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Publisher;Coverage;Categories
949;23121;"The New York Review of Books";journal;"00287504";0,110;Q4;22;0;442;0;39;171;0,25;0,00;United States;"New York Review";"1977-1978, 1984, 1991-1992, 1994, 1996-1997, 2000-2001, 2007-ongoing";"Cultural Studies (Q3); Arts and Humanities (miscellaneous) (Q4); Sociology and Political Science (Q4)"
950;21100258854;"International Journal of Interdisciplinary Social and Community Studies";journal;"23247584, 23247576";0,109;Q4;2;14;38;675;5;38;0,19;48,21;United States;"Common Ground Research Networks";"2013-ongoing";"Cultural Studies (Q3); Sociology and Political Science (Q4)"
951;5600153108;"Papers: Revista de sociologia";journal;"02102862";0,109;Q4;8;26;80;1293;19;79;0,15;49,73;Spain;"Universitat de Barcelona";"2011-ongoing";"Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4)"
952;16600154704;"Temps Modernes";journal;"00403075";0,109;Q4;4;40;213;466;17;201;0,13;11,65;France;"Gallimard";"2009-ongoing";"Literature and Literary Theory (Q2); Cultural Studies (Q3); History (Q3); Sociology and Political Science (Q4)"
953;21100223327;"Calitatea Vietii";journal;"10180389";0,108;Q4;3;6;81;155;7;62;0,08;25,83;Romania;"Editura Academiei Romane";"2012-ongoing";"Health (social science) (Q4); Life-span and Life-course Studies (Q4); Sociology and Political Science (Q4)"
954;14615;"Social work & social sciences review";journal;"09535225";0,108;Q4;9;0;40;0;6;35;0,22;0,00;United Kingdom;"Whiting & Birch Ltd.";"1997-1998, 2000, 2005, 2007, 2010-2014";"Health (social science) (Q4); Social Work (Q4); Sociology and Political Science (Q4)"
955;19700187605;"South Asian Diaspora";journal;"19438192";0,108;Q4;8;12;39;385;10;38;0,25;32,08;United Kingdom;"Routledge";"2009-ongoing";"Cultural Studies (Q3); Anthropology (Q4); Sociology and Political Science (Q4)"
956;5600156482;"Dutch Crossing";journal;"03096564";0,107;Q4;3;28;68;770;14;52;0,25;27,50;United Kingdom;"Maney Publishing";"2011-ongoing";"Cultural Studies (Q3); Arts and Humanities (miscellaneous) (Q4); Sociology and Political Science (Q4)"
957;19400156802;"International Journal of Action Research";journal;"18611303, 18619916";0,107;Q4;9;5;47;139;8;42;0,21;27,80;Germany;"Rainer Hampp Verlag";"2009-ongoing";"Organizational Behavior and Human Resource Management (Q4); Sociology and Political Science (Q4)"
958;5700161893;"Revue Internationale de Politique Comparee";journal;"13700731, 17821533";0,107;Q4;11;0;61;0;14;58;0,25;0,00;Belgium;"De Boeck & Larcier";"2001-ongoing";"Political Science and International Relations (Q4); Sociology and Political Science (Q4)"
959;21100243004;"Cahiers du Genre";journal;"19683928, 12986046";0,106;Q4;5;22;73;658;10;72;0,15;29,91;France;"L'Harmattan";"2011-ongoing";"Demography (Q4); Gender Studies (Q4); Sociology and Political Science (Q4)"
960;19700173013;"Co-herencia";journal;"17945887";0,106;Q4;3;35;66;1097;4;64;0,05;31,34;Colombia;"Universidad EAFIT";"2009-ongoing";"Literature and Literary Theory (Q2); History (Q3); Music (Q3); Philosophy (Q3); Visual Arts and Performing Arts (Q3); Sociology and Political Science (Q4)"
961;62388;"Esprit";journal;"00140759";0,106;Q4;5;0;425;0;30;342;0,06;0,00;Belgium;"CAIRN Belgique";"1979, 2010-ongoing";"Religious Studies (Q3); Arts and Humanities (miscellaneous) (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)"
962;21100833040;"Geopolitica(s)";journal;"21727155, 21723958";0,106;Q4;1;6;12;441;3;12;0,25;73,50;Spain;"Universidad Complutense de Madrid";"2017-ongoing";"Geography, Planning and Development (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)"
963;21100824449;"Norteamerica";journal;"18703550, 24487228";0,106;Q4;1;18;35;568;4;35;0,11;31,56;Mexico;"Universidad Nacional Autonoma de Mexico";"2016-ongoing";"Cultural Studies (Q3); Demography (Q4); Economics, Econometrics and Finance (miscellaneous) (Q4); Law (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)"
964;21100206284;"CEU Political Science Journal";journal;"18187668, 19923147";0,105;Q4;3;0;5;0;0;5;0,00;0,00;Hungary;"Central European University";"2012-ongoing";"Political Science and International Relations (Q4); Sociology and Political Science (Q4)"
965;21100286471;"Journal of Social Research and Policy";journal;"20689861, 20672640";0,105;Q4;7;0;27;0;3;27;0,07;0,00;Romania;"University of Oradea, Faculty of Social Sciences";"2010-ongoing";"Sociology and Political Science (Q4)"
966;21100786380;"Perspectives on Federalism";journal;"20365438";0,105;Q4;2;40;46;1712;2;46;0,04;42,80;Germany;"Walter De Gruyter";"2016-ongoing";"Law (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)"
967;5700161424;"Asia-Pacific Journal on Human Rights and the Law";journal;"13881906, 15718158";0,104;Q4;8;3;33;302;2;33;0,04;100,67;Netherlands;"Brill";"2000-ongoing";"Law (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)"
968;18736;"Cuadernos del Cendes";journal;"10122508";0,104;Q4;5;0;85;0;5;72;0,07;0,00;Venezuela;"Centro de Estudios del Desarrollo de la Universidad Central de Venezuela";"1989-1991, 2008-ongoing";"Geography, Planning and Development (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)"
969;5600155082;"Cultural Critique";journal;"15345203, 08824371";0,104;Q4;20;42;86;1304;16;76;0,17;31,05;United States;"University of Minnesota";"2002-ongoing";"Cultural Studies (Q3); Literature and Literary Theory (Q3); Anthropology (Q4); Philosophy (Q4); Sociology and Political Science (Q4)"
970;25082;"Foreign Policy";journal;"00157228";0,104;Q4;38;35;99;0;2;96;0,02;0,00;United States;"Carnegie Endowment for International Peace";"1979, 1981, 1984-1985, 1998-2015";"Political Science and International Relations (Q4); Sociology and Political Science (Q4)"
971;21100259507;"International Journal of Public Law and Policy";journal;"20447671, 20447663";0,104;Q4;3;0;24;0;5;24;0,11;0,00;Switzerland;"Inderscience Publishers";"2011-ongoing";"Law (Q4); Sociology and Political Science (Q4)"
972;21100239603;"Public Reason";journal;"20657285, 20658958";0,104;Q4;4;6;20;215;3;19;0,25;35,83;Romania;"The Center for the Study of Rationality and Beliefs, University of Bucharest";"2012-ongoing";"Philosophy (Q4); Sociology and Political Science (Q4)"
973;21100214706;"Review of Middle East Studies";journal;"21513481";0,104;Q4;4;23;41;478;2;33;0,04;20,78;United States;"Cambridge University Press";"2007-ongoing";"Cultural Studies (Q3); History (Q3); Sociology and Political Science (Q4)"
974;21100247075;"Codrul Cosminului";journal;"1224032X, 20675860";0,103;Q4;2;21;66;273;4;66;0,07;13,00;Romania;"Stefan cel Mare University of Suceava";"2013-ongoing";"Religious Studies (Q3); Cultural Studies (Q4); Sociology and Political Science (Q4)"
975;21100823440;"Corvinus Journal of Sociology and Social Policy";journal;"2062087X, 20615558";0,103;Q4;2;7;56;198;7;50;0,14;28,29;Hungary;"Corvinus University of Budapest";"2016-ongoing";"Economics, Econometrics and Finance (miscellaneous) (Q4); Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4)"
976;5600153212;"Durkheimian Studies/Etudes durkheimiennes";journal;"17522307, 1362024X";0,103;Q4;4;0;9;0;0;9;0,00;0,00;United Kingdom;"British Centre for Durkheimian Studies";"2011-ongoing";"Religious Studies (Q3); Anthropology (Q4); Philosophy (Q4); Sociology and Political Science (Q4)"
977;5700154199;"Index on Censorship";journal;"03064220";0,103;Q4;8;111;343;0;15;280;0,05;0,00;United States;"SAGE Publications";"1972-1993, 1995-ongoing";"History (Q3); Philosophy (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)"
978;21100856146;"IPPR Progressive Review";journal;"25732331";0,103;Q4;2;55;28;463;1;9;0,11;8,42;United States;"John Wiley and Sons Inc.";"2017-ongoing";"Economics, Econometrics and Finance (miscellaneous) (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)"
979;21100855411;"Journal for Social Action in Counseling and Psychology";journal;"21598142";0,103;Q4;0;1;7;38;0;7;0,00;38,00;United States;"Ball State University Center for Peace and Conflict Studies";"2017-ongoing";"Clinical Psychology (Q4); Education (Q4); Social Psychology (Q4); Sociology and Political Science (Q4)"
980;19700169859;"Journal for the Study of Radicalism";journal;"19301189";0,103;Q4;6;14;39;916;5;21;0,30;65,43;United States;"Michigan State University";"2010-ongoing";"History (Q3); Sociology and Political Science (Q4)"
981;20355;"Journal of Criminal Justice and Popular Culture";journal;"10708286";0,103;Q4;16;0;9;0;0;9;0,00;0,00;United States;"School of Criminal Justice, State University Of New York at Albany";"1996-1997, 2000-2010, 2016-ongoing";"Law (Q4); Sociology and Political Science (Q4)"
982;21100842565;"Journal of New Zealand and Pacific Studies";journal;"20504039, 20504047";0,103;Q4;1;5;10;137;0;8;0,00;27,40;United Kingdom;"Intellect Ltd.";"2017-ongoing";"History (Q3); Literature and Literary Theory (Q3); Cultural Studies (Q4); Sociology and Political Science (Q4)"
983;4700153010;"Journal of Social, Political, and Economic Studies";journal;"0278839X";0,103;Q4;9;13;39;298;2;39;0,07;22,92;United States;"George Mason University";"1982, 1984-1986, 1993-1996, 2006-ongoing";"Economics, Econometrics and Finance (miscellaneous) (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)"
984;19900194804;"Journal of the Statistical and Social Inquiry Society of Ireland";journal;"00814776";0,103;Q4;5;0;7;0;2;7;0,00;0,00;Ireland;"Statistical and Social Inquiry Society of Ireland";"2009-2011, 2014-2015";"Economics and Econometrics (Q4); Sociology and Political Science (Q4); Statistics, Probability and Uncertainty (Q4)"
985;12100157012;"Maghreb - Machrek";journal;"17623162";0,103;Q4;4;20;58;357;6;54;0,08;17,85;France;"Editions ESKA";"1987, 1989-1990, 1994, 2007-2011, 2013-ongoing";"Cultural Studies (Q3); History (Q3); Literature and Literary Theory (Q3); Law (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)"
986;21100283371;"Revue des Mondes Musulmans et de la Mediterranee";journal;"09971327";0,103;Q4;3;19;88;839;8;88;0,11;44,16;France;"Edisud Publishers";"2002, 2011, 2013-ongoing";"Cultural Studies (Q3); History (Q3); Religious Studies (Q3); Sociology and Political Science (Q4)"
987;18035;"Sociologia";journal;"00380156";0,103;Q4;4;22;133;958;5;119;0,01;43,55;Italy;"Istituto Luigi Sturzo";"1996-ongoing";"Sociology and Political Science (Q4)"
988;17608;"Soundings";journal;"21616302, 00381861";0,103;Q4;4;25;64;484;3;59;0,00;19,36;United States;"Society for Values in Higher Education";"1975-1977, 1979-1980, 1982-1985, 1989, 1994, 2002-ongoing";"Cultural Studies (Q3); Arts and Humanities (miscellaneous) (Q4); Sociology and Political Science (Q4)"
989;17700156014;"Travail, Genre et Societe";journal;"12946303";0,103;Q4;12;40;105;675;33;104;0,27;16,88;France;"Editions La Decouverte";"2001-ongoing";"Business and International Management (Q4); Economics and Econometrics (Q4); Gender Studies (Q4); Organizational Behavior and Human Resource Management (Q4); Sociology and Political Science (Q4)"
990;21100433805;"Youth Voice Journal";journal;"20562969";0,103;Q4;1;10;14;391;2;14;0,00;39,10;United Kingdom;"IARS Publications";"2015-ongoing";"Social Psychology (Q4); Sociology and Political Science (Q4)"
991;21100854425;"Annals of the Fondazione Luigi Einaudi";journal;"25324969";0,102;Q4;1;32;26;1031;4;24;0,17;32,22;Italy;"Casa Editrice Leo S. Olschki";"2017-ongoing";"History (Q3); Economics, Econometrics and Finance (miscellaneous) (Q4); Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4)"
992;81529;"Eighteenth-Century Ireland";journal;"07907915";0,102;Q4;7;0;15;0;0;13;0,00;0,00;Ireland;"Eighteenth-Century Ireland Society";"1986, 2002-2015, 2017-ongoing";"Arts and Humanities (miscellaneous) (Q4); Cultural Studies (Q4); Sociology and Political Science (Q4)"
993;19300156907;"Feministische Studien";journal;"07235186";0,102;Q4;5;34;107;552;8;96;0,11;16,24;Germany;"Walter de Gruyter GmbH";"2008-ongoing";"Gender Studies (Q4); Sociology and Political Science (Q4)"
994;19700182415;"Good Society";journal;"10890017, 15389731";0,102;Q4;6;0;56;0;8;50;0,08;0,00;United States;"Penn State University Press";"2010-ongoing";"Philosophy (Q4); Sociology and Political Science (Q4)"
995;25867;"Internationale Politik";journal;"1430175X";0,102;Q4;7;143;402;24;3;348;0,00;0,17;Germany;"Frankfurter Societaets-Druckerei GmbH";"1996-ongoing";"Political Science and International Relations (Q4); Sociology and Political Science (Q4)"
996;21100223710;"International Journal of Diversity in Organisations, Communities and Nations";journal;"14479532";0,102;Q4;3;4;12;213;2;12;0,20;53,25;United States;"Common Ground Research Networks";"2012-ongoing";"Anthropology (Q4); Cultural Studies (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)"
997;15671;"Journal of Political and Military Sociology";journal;"00472697";0,102;Q4;17;0;15;0;2;13;0,17;0,00;United States;"Journal of Political and Military Sociology";"1996-ongoing";"Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4)"
998;13168;"Proceedings of the American Philosophical Society";journal;"0003049X";0,102;Q4;16;0;46;0;6;42;0,07;0,00;United States;"American Philosophical Society. Library";"1945-1949, 1967-2015";"Cultural Studies (Q4); Medicine (miscellaneous) (Q4); Sociology and Political Science (Q4)"
999;5700164110;"Retraite et Societe";journal;"11674687";0,102;Q4;9;0;54;0;6;43;0,17;0,00;France;"Caisse Nationale d'assurance Vieillesse";"2001-ongoing";"Industrial Relations (Q4); Organizational Behavior and Human Resource Management (Q4); Sociology and Political Science (Q4)"
1000;21100851347;"Revista del Ministerio de Empleo y Seguridad Social";journal;"22543295, 22543511";0,102;Q4;1;0;12;0;1;11;0,09;0,00;Spain;"Ministerio de Empleo y Seguridad Social";"2017-ongoing";"Demography (Q4); Economics, Econometrics and Finance (miscellaneous) (Q4); Law (Q4); Sociology and Political Science (Q4)"
1001;5600156254;"Slavonica";journal;"13617427";0,102;Q4;1;6;10;268;2;10;0,20;44,67;United Kingdom;"Maney Publishing";"1994-1995, 2012-2014, 2016-ongoing";"History (Q3); Literature and Literary Theory (Q3); Visual Arts and Performing Arts (Q3); Cultural Studies (Q4); Language and Linguistics (Q4); Linguistics and Language (Q4); Sociology and Political Science (Q4)"
1002;21100403807;"African Journal of Legal Studies";journal;"17087384, 22109730";0,101;Q4;8;0;25;0;2;25;0,00;0,00;Netherlands;"Brill";"2004-2006, 2008-2009, 2011-ongoing";"Law (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)"
1003;21100857116;"American, British and Canadian Studies";journal;"18411487, 1841964X";0,101;Q4;0;17;20;446;0;19;0,00;26,24;Poland;"De Gruyter Open Ltd.";"2017-ongoing";"Anthropology (Q4); Computer Science Applications (Q4); Cultural Studies (Q4); Sociology and Political Science (Q4)"
1004;5800170732;"American Communist History";journal;"14743892, 14743906";0,101;Q4;4;18;47;420;1;28;0,07;23,33;United States;"Taylor and Francis Inc.";"2010-ongoing";"History (Q4); Sociology and Political Science (Q4)"
1005;5600157032;"Australian Slavonic and East European Studies";journal;"08188149";0,101;Q4;1;0;19;0;0;19;0,00;0,00;Australia;"University of Queensland Press";"2013-ongoing";"Literature and Literary Theory (Q3); Visual Arts and Performing Arts (Q3); Cultural Studies (Q4); History (Q4); Linguistics and Language (Q4); Sociology and Political Science (Q4)"
1006;21100786313;"Business, Peace and Sustainable Development";journal;"20518757, 20591586";0,101;Q4;3;0;30;0;2;25;0,06;0,00;United Kingdom;"Greenleaf Publishing";"2013-ongoing";"Business and International Management (Q4); Geography, Planning and Development (Q4); Sociology and Political Science (Q4)"
1007;5700164170;"Central Europe";journal;"14790963";0,101;Q4;19;4;24;0;1;20;0,09;0,00;United Kingdom;"Maney Publishing";"2003-ongoing";"Arts and Humanities (miscellaneous) (Q4); Cultural Studies (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)"
1008;19700182807;"Contagion: Journal of Violence, Mimesis, and Culture";journal;"10757201, 19301200";0,101;Q4;3;12;37;562;2;33;0,10;46,83;United States;"Michigan State University Press";"2010-ongoing";"Literature and Literary Theory (Q3); Cultural Studies (Q4); Philosophy (Q4); Religious Studies (Q4); Sociology and Political Science (Q4)"
1009;5600153193;"Druzboslovne Razprave";journal;"03523608";0,101;Q4;1;9;16;428;0;16;0,00;47,56;Slovenia;"Univerza v Ljubljani";"2017-ongoing";"Communication (Q4); Cultural Studies (Q4); Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4)"
1010;5600153227;"Family and Community History";journal;"14631180";0,101;Q4;3;10;35;574;3;26;0,00;57,40;United Kingdom;"Maney Publishing";"1999, 2001, 2013-ongoing";"History (Q4); Sociology and Political Science (Q4)"
